C:\vq_datasets\frame_features\live_vqc\Video\A001.npy,4.20928
C:\vq_datasets\frame_features\live_vqc\Video\A002.npy,3.29202
C:\vq_datasets\frame_features\live_vqc\Video\A004.npy,3.372716
C:\vq_datasets\frame_features\live_vqc\Video\A005.npy,2.887112
C:\vq_datasets\frame_features\live_vqc\Video\A006.npy,4.386068
C:\vq_datasets\frame_features\live_vqc\Video\A007.npy,3.0347
C:\vq_datasets\frame_features\live_vqc\Video\A008.npy,2.8756079999999997
C:\vq_datasets\frame_features\live_vqc\Video\A009.npy,4.2317
C:\vq_datasets\frame_features\live_vqc\Video\A010.npy,2.2511400000000004
C:\vq_datasets\frame_features\live_vqc\Video\A011.npy,4.489148
C:\vq_datasets\frame_features\live_vqc\Video\A012.npy,2.9113040000000003
C:\vq_datasets\frame_features\live_vqc\Video\A014.npy,3.7986079999999998
C:\vq_datasets\frame_features\live_vqc\Video\A015.npy,4.135828
C:\vq_datasets\frame_features\live_vqc\Video\A016.npy,2.513684
C:\vq_datasets\frame_features\live_vqc\Video\A018.npy,4.04082
C:\vq_datasets\frame_features\live_vqc\Video\A019.npy,3.83372
C:\vq_datasets\frame_features\live_vqc\Video\A020.npy,4.109032000000001
C:\vq_datasets\frame_features\live_vqc\Video\A021.npy,2.5040440000000004
C:\vq_datasets\frame_features\live_vqc\Video\A022.npy,2.54696
C:\vq_datasets\frame_features\live_vqc\Video\A023.npy,3.7623520000000004
C:\vq_datasets\frame_features\live_vqc\Video\A024.npy,3.87848
C:\vq_datasets\frame_features\live_vqc\Video\A025.npy,2.683424
C:\vq_datasets\frame_features\live_vqc\Video\A026.npy,3.981588
C:\vq_datasets\frame_features\live_vqc\Video\A028.npy,2.661216
C:\vq_datasets\frame_features\live_vqc\Video\A029.npy,4.0154440000000005
C:\vq_datasets\frame_features\live_vqc\Video\A030.npy,4.261112
C:\vq_datasets\frame_features\live_vqc\Video\A031.npy,3.484168
C:\vq_datasets\frame_features\live_vqc\Video\A032.npy,3.972756
C:\vq_datasets\frame_features\live_vqc\Video\A033.npy,3.868388
C:\vq_datasets\frame_features\live_vqc\Video\A035.npy,4.403872
C:\vq_datasets\frame_features\live_vqc\Video\A037.npy,4.103432
C:\vq_datasets\frame_features\live_vqc\Video\A038.npy,3.07678
C:\vq_datasets\frame_features\live_vqc\Video\A039.npy,3.12024
