C:\vq_datasets\VSFA\LIVE_VQC\A001_resnet-50_res5c.npy,4.20928
C:\vq_datasets\VSFA\LIVE_VQC\A002_resnet-50_res5c.npy,3.29202
C:\vq_datasets\VSFA\LIVE_VQC\A004_resnet-50_res5c.npy,3.372716
C:\vq_datasets\VSFA\LIVE_VQC\A005_resnet-50_res5c.npy,2.887112
C:\vq_datasets\VSFA\LIVE_VQC\A006_resnet-50_res5c.npy,4.386068
C:\vq_datasets\VSFA\LIVE_VQC\A007_resnet-50_res5c.npy,3.0347
C:\vq_datasets\VSFA\LIVE_VQC\A008_resnet-50_res5c.npy,2.8756079999999997
C:\vq_datasets\VSFA\LIVE_VQC\A009_resnet-50_res5c.npy,4.2317
C:\vq_datasets\VSFA\LIVE_VQC\A010_resnet-50_res5c.npy,2.2511400000000004
C:\vq_datasets\VSFA\LIVE_VQC\A011_resnet-50_res5c.npy,4.489148
C:\vq_datasets\VSFA\LIVE_VQC\A012_resnet-50_res5c.npy,2.9113040000000003
C:\vq_datasets\VSFA\LIVE_VQC\A014_resnet-50_res5c.npy,3.7986079999999998
C:\vq_datasets\VSFA\LIVE_VQC\A015_resnet-50_res5c.npy,4.135828
C:\vq_datasets\VSFA\LIVE_VQC\A016_resnet-50_res5c.npy,2.513684
C:\vq_datasets\VSFA\LIVE_VQC\A018_resnet-50_res5c.npy,4.04082
C:\vq_datasets\VSFA\LIVE_VQC\A019_resnet-50_res5c.npy,3.83372
C:\vq_datasets\VSFA\LIVE_VQC\A020_resnet-50_res5c.npy,4.109032000000001
C:\vq_datasets\VSFA\LIVE_VQC\A021_resnet-50_res5c.npy,2.5040440000000004
C:\vq_datasets\VSFA\LIVE_VQC\A022_resnet-50_res5c.npy,2.54696
C:\vq_datasets\VSFA\LIVE_VQC\A023_resnet-50_res5c.npy,3.7623520000000004
C:\vq_datasets\VSFA\LIVE_VQC\A024_resnet-50_res5c.npy,3.87848
C:\vq_datasets\VSFA\LIVE_VQC\A025_resnet-50_res5c.npy,2.683424
C:\vq_datasets\VSFA\LIVE_VQC\A026_resnet-50_res5c.npy,3.981588
C:\vq_datasets\VSFA\LIVE_VQC\A028_resnet-50_res5c.npy,2.661216
C:\vq_datasets\VSFA\LIVE_VQC\A029_resnet-50_res5c.npy,4.0154440000000005
C:\vq_datasets\VSFA\LIVE_VQC\A030_resnet-50_res5c.npy,4.261112
C:\vq_datasets\VSFA\LIVE_VQC\A031_resnet-50_res5c.npy,3.484168
C:\vq_datasets\VSFA\LIVE_VQC\A032_resnet-50_res5c.npy,3.972756
C:\vq_datasets\VSFA\LIVE_VQC\A033_resnet-50_res5c.npy,3.868388
C:\vq_datasets\VSFA\LIVE_VQC\A035_resnet-50_res5c.npy,4.403872
C:\vq_datasets\VSFA\LIVE_VQC\A037_resnet-50_res5c.npy,4.103432
C:\vq_datasets\VSFA\LIVE_VQC\A038_resnet-50_res5c.npy,3.07678
C:\vq_datasets\VSFA\LIVE_VQC\A039_resnet-50_res5c.npy,3.12024
C:\vq_datasets\VSFA\LIVE_VQC\A041_resnet-50_res5c.npy,2.4056480000000002
C:\vq_datasets\VSFA\LIVE_VQC\A042_resnet-50_res5c.npy,4.0732479999999995
C:\vq_datasets\VSFA\LIVE_VQC\A043_resnet-50_res5c.npy,2.526216
C:\vq_datasets\VSFA\LIVE_VQC\A044_resnet-50_res5c.npy,3.1373320000000002
C:\vq_datasets\VSFA\LIVE_VQC\A045_resnet-50_res5c.npy,4.279092
C:\vq_datasets\VSFA\LIVE_VQC\A047_resnet-50_res5c.npy,3.3395799999999998
C:\vq_datasets\VSFA\LIVE_VQC\A048_resnet-50_res5c.npy,3.8938479999999998
C:\vq_datasets\VSFA\LIVE_VQC\A049_resnet-50_res5c.npy,3.888704
C:\vq_datasets\VSFA\LIVE_VQC\A050_resnet-50_res5c.npy,2.922076
C:\vq_datasets\VSFA\LIVE_VQC\A051_resnet-50_res5c.npy,4.211228
C:\vq_datasets\VSFA\LIVE_VQC\A052_resnet-50_res5c.npy,2.793024
C:\vq_datasets\VSFA\LIVE_VQC\A054_resnet-50_res5c.npy,4.046668
C:\vq_datasets\VSFA\LIVE_VQC\A055_resnet-50_res5c.npy,3.152368
C:\vq_datasets\VSFA\LIVE_VQC\A056_resnet-50_res5c.npy,3.094376
C:\vq_datasets\VSFA\LIVE_VQC\A057_resnet-50_res5c.npy,3.6595679999999997
C:\vq_datasets\VSFA\LIVE_VQC\A058_resnet-50_res5c.npy,3.28
